search URL:,https://patents.google.com/?q=%28%22educational+data+mining%22+OR+%22learning+analytics%22%29+AND+%28%22artificial+intelligence%22+OR+AI+OR+ML+OR+DL+OR+NLP%29&oq=%28%22educational+data+mining%22+OR+%22learning+analytics%22%29+AND+%28%22artificial+intelligence%22+OR+AI+OR+ML+OR+DL+OR+NLP%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-117632788-A,Synchronous request handling at a memory device ,美光科技公司,"T·M·布鲁尔, D·E·沃克尔",2022-08-30,2023-06-30,2024-03-01,,https://patents.google.com/patent/CN117632788A/en,
US-2024070083-A1,Silent cache line eviction ,"Micron Technology, Inc.","Tony M. Brewer, Dean E. Walker",,2022-08-30,2024-02-29,,https://patents.google.com/patent/US20240070083A1/en,https://patentimages.storage.googleapis.com/c2/c9/2e/cd7b2748f1fc04/US20240070083A1-20240229-D00000.png
CN-117632794-A,Invoking pending cache line evictions ,美光科技公司,"D·E·沃克尔, T·M·布鲁尔",2022-08-30,2023-06-29,2024-03-01,,https://patents.google.com/patent/CN117632794A/en,
US-2024070077-A1,Memory side cache request handling ,"Micron Technology, Inc.","Dean E. Walker, Tony M. Brewer",,2022-08-30,2024-02-29,,https://patents.google.com/patent/US20240070077A1/en,https://patentimages.storage.googleapis.com/0b/bf/ea/f6374818ff22b3/US20240070077A1-20240229-D00000.png
CN-117631976-A,Access request reordering for memory-based communication queues ,美光科技公司,"M·K·杜根, T·M·布鲁尔",2022-08-30,2023-06-27,2024-03-01,,https://patents.google.com/patent/CN117631976A/en,
CN-117631974-A,Access request reordering across a multi-channel interface of a memory-based communication queue ,美光科技公司,"M·K·杜根, T·M·布鲁尔",2022-08-30,2023-06-27,2024-03-01,,https://patents.google.com/patent/CN117631974A/en,
CN-117631975-A,Control parameter address virtualization ,美光科技公司,"T·M·布鲁尔, M·K·杜根",2022-08-30,2023-06-27,2024-03-01,,https://patents.google.com/patent/CN117631975A/en,
CN-117631977-A,Request queue based on memory side cache directory ,美光科技公司,"T·M·布鲁尔, D·E·沃克尔",2022-08-30,2023-06-28,2024-03-01,,https://patents.google.com/patent/CN117631977A/en,
CN-117632790-A,Variable execution time atomic operations ,美光科技公司,"D·E·沃克尔, T·M·布鲁尔",2022-08-30,2023-06-28,2024-03-01,,https://patents.google.com/patent/CN117632790A/en,
CN-117632792-A,Memory-side cache request handling ,美光科技公司,"D·E·沃克尔, T·M·布鲁尔",2022-08-30,2023-06-29,2024-03-01,,https://patents.google.com/patent/CN117632792A/en,
CN-117632787-A,Memory operation of a preferred host ,美光科技公司,"T·M·布鲁尔, D·E·沃克尔",2022-08-30,2023-06-29,2024-03-01,,https://patents.google.com/patent/CN117632787A/en,
CN-117632791-A,Eviction of a cache line with pending control requests ,美光科技公司,"T·M·布鲁尔, D·E·沃克尔",2022-08-30,2023-06-29,2024-03-01,,https://patents.google.com/patent/CN117632791A/en,
US-11709611-B2,Determining and using memory unit partitioning solutions for reconfigurable dataflow computing systems ,"SambaNova Systems, Inc.","Matthew S. FELDMAN, Yaqi Zhang",2021-10-26,2022-08-01,2023-07-25,2023-07-25,https://patents.google.com/patent/US11709611B2/en,https://patentimages.storage.googleapis.com/5a/db/2f/bdb0fc5118b895/US11709611-20230725-D00000.png
BR-102015005930-A2,system and method for analyzing multivariate data extracted from images captured in different views ,Samsung Eletrônica Da Amazônia Ltda,"Fernanda Alcantara Andaló, Fernando Koch, Otávio Augusto Bizetto Penatti",2015-03-17,2015-03-17,2016-10-25,,https://patents.google.com/patent/BR102015005930A2/en,
US-11195431-B1,Defining personalized writing burst measures of translation using keystroke logs ,Educational Testing Service,"Mo Zhang, Jiangang Hao, Paul Deane, Chen Li",2018-03-12,2019-03-12,2021-12-07,2021-12-07,https://patents.google.com/patent/US11195431B1/en,https://patentimages.storage.googleapis.com/08/b3/49/c1a0c920faa47d/US11195431-20211207-D00000.png
US-2023419335-A1,Wearable form-factor display of a keepsake ,"Renauld International, Inc.",Gareth Llewelyn,2017-05-17,2023-09-06,2023-12-28,,https://patents.google.com/patent/US20230419335A1/en,https://patentimages.storage.googleapis.com/7c/5f/ba/2e85762ece4ae0/US20230419335A1-20231228-D00000.png
US-2022180074-A1,Transparent housing with an embedded keepsake ,Renauld International Inc.,Gareth Llewelyn,2017-05-17,2022-01-13,2022-06-09,,https://patents.google.com/patent/US20220180074A1/en,https://patentimages.storage.googleapis.com/e8/dc/7b/5f361ba3d8c461/US20220180074A1-20220609-D00000.png
US-11093491-B2,Question answering system using topic-sensitive source reliability scoring ,International Business Machines Corporation,"Keith Gregory Frost, Stanley John Vernier, Kyle Matthew Brake, Stephen Arthur Boxwell",2019-01-16,2019-01-16,2021-08-17,2021-08-17,https://patents.google.com/patent/US11093491B2/en,https://patentimages.storage.googleapis.com/ed/2f/b1/12ad3ff9a15996/US11093491-20210817-D00000.png
US-2023165238-A1,Fishing and Hunting Prediction System and Method ,"ChasinFins, Inc.",Murphy Ernest Ratcliff,2021-11-29,2022-11-11,2023-06-01,,https://patents.google.com/patent/US20230165238A1/en,https://patentimages.storage.googleapis.com/45/17/68/e39b322a20dacd/US20230165238A1-20230601-D00000.png
CA-3087664-C,Method and system for discrete object tracking ,"Crean Innovations, Llc, Cristian Frusina, J2 Elements Llc",Cristian Frusina,2019-10-31,2020-07-17,2021-03-02,2021-03-02,https://patents.google.com/patent/CA3087664C/en,
US-11551152-B2,Input feature significance identification based on batches of prediction ,International Business Machines Corporation,"Lukasz G. Cmielowski, Maksymilian Erazmus, Rafal Bigaj, Wojciech Sobala",2020-09-03,2020-09-03,2023-01-10,2023-01-10,https://patents.google.com/patent/US11551152B2/en,https://patentimages.storage.googleapis.com/49/6b/3b/1a5abea121739a/US11551152-20230110-D00000.png
CN-110727788-B,Self-adaptive teaching scheme adjusting method based on knowledge point similarity ,上海松鼠课堂人工智能科技有限公司,"崔炜, 谢忱",2019-10-17,2019-10-17,2020-11-10,2020-11-10,https://patents.google.com/patent/CN110727788B/en,https://patentimages.storage.googleapis.com/e3/dd/1a/8e5a4e6486396d/HDA0002237213880000011.png
US-2023350822-A1,Integrating Buffer Views into Buffer Access Operations in a Coarse-grained Reconfigurable Computing Environment ,"SambaNova Systems, Inc.","Yaqi Zhang, Matthew Feldman",2022-04-29,2022-10-13,2023-11-02,,https://patents.google.com/patent/US20230350822A1/en,https://patentimages.storage.googleapis.com/b4/da/c2/8096d1c2fcd6bd/US20230350822A1-20231102-D00000.png
US-2023281156-A1,Partitioning dataflow operations for a reconfigurable computing system ,"SambaNova Systems, Inc.","Yaqi Zhang, Mark Wagner, Matthew Feldman, Weiwei Chen",2022-03-07,2022-08-23,2023-09-07,,https://patents.google.com/patent/US20230281156A1/en,https://patentimages.storage.googleapis.com/ef/e9/53/9fc39715f0a002/US20230281156A1-20230907-D00000.png
EP-4142959-A1,Method and apparatus for detecting defects or deterioration in the sidewalls of can bodies ,"Crown Packaging Technology, Inc.","Michael HALSTEAD, Damien Andrew BAILEY, Daniel Egerton",2020-05-01,2021-04-20,2023-03-08,,https://patents.google.com/patent/EP4142959A1/en,
US-2023288881-A1,Using software encoded processing to achieve a sil rating for safety applications executed in the cloud or in non-safety rated servers ,"Rockwell Automation Technologies, Inc.","Steven Terry Seidlitz, James Grosskreuz, Xiaobo Peng",2022-03-10,2022-03-10,2023-09-14,,https://patents.google.com/patent/US20230288881A1/en,https://patentimages.storage.googleapis.com/6a/99/ba/24abfc0ffcb765/US20230288881A1-20230914-D00000.png
CN-117610398-A,"Training method, prediction method and device for prediction model of inverse fairness ",中国人民大学,"刘越, 李昊轩, 郑淳元, 耿直, 张坤",2023-09-22,2023-09-22,2024-02-27,,https://patents.google.com/patent/CN117610398A/en,
WO-2024000029-A1,Computer implemented system and method for authenticating documents ,Mark Poidevin,Mark Poidevin,2022-06-29,2023-06-28,2024-01-04,,https://patents.google.com/patent/WO2024000029A1/en,
US-2023232758-A1,System and method for the integrated use of predictive and machine learning analytics for a center pivot irrigation system ,"Valmont Industries, Inc.","John A. Kastl, Paul D. Kavan",2019-06-07,2023-04-05,2023-07-27,,https://patents.google.com/patent/US20230232758A1/en,https://patentimages.storage.googleapis.com/12/96/58/e88427e18f6dcd/US20230232758A1-20230727-D00000.png
US-2023315738-A1,System and method for integrating data for precision medicine ,"Omics Data Automation, Inc.","Ganapati Srinivasa, Melvin Lathara, Jaclyn Smith, Nalini Ganapati, Hollis Wright, Kavya Kannan",2017-11-29,2023-06-07,2023-10-05,,https://patents.google.com/patent/US20230315738A1/en,https://patentimages.storage.googleapis.com/76/57/5c/b2aa4b9e55c6d1/US20230315738A1-20231005-D00000.png
US-2023402145-A1,"Network apparatuses and methods for intelligent, real-time, patient-centric opioid treatment management ","OPOS, Inc.","Justin KROMELOW, Rao MIKKILINENI, Julie CAREY JOSEFSBERG",2022-06-14,2023-04-03,2023-12-14,,https://patents.google.com/patent/US20230402145A1/en,https://patentimages.storage.googleapis.com/12/cd/6a/b8d5268c97945d/US20230402145A1-20231214-D00000.png
AU-2021105094-A4,A Method for Executing a Prediction Model to Predict a Student’s Career Related Targets After a Completion of Their Graduation ,"Gour, Dr. Sanjeev, Ms. Apoorva J. Sharma, Katiyar, Mr. Nishant, Makhijani, Ms. Chhaya, Pandagre, Dr. Karuna Nidhi, Parwani, Dr. Dalima, Sharma, Dr. Romsha, Sharma, Mr. Ambrish Kumar, Sinha, Ms. Swarnangini, Thakur, Dr. Vibha, Tiwari, Dr. Prachi","Sanjeev Gour, Ms. Apoorva J. Sharma",2021-08-07,2021-08-07,2022-05-05,2022-05-05,https://patents.google.com/patent/AU2021105094A4/en,
JP-2023510740-A,System and Method for Implementing Digital Rights Management Deployment Reference Architecture ,ジェイピーモルガン・チェース・バンク，ナショナル・アソシエーション,スレイヴィン・イリア,2020-01-06,2021-01-06,2023-03-15,,https://patents.google.com/patent/JP2023510740A/en,https://patentimages.storage.googleapis.com/4e/51/d4/d2c48bbf752155/2023510740000002.png
US-2022371455-A1,Self-powered unmanned aerial vehicle (uav) ,Saudi Arabian Oil Company,"Khaled F. Abusalem, Soliman A. Al-Walaie, Osama Bakur Bahwal, Hadeel Algallaf",2021-05-20,2021-05-20,2022-11-24,,https://patents.google.com/patent/US20220371455A1/en,https://patentimages.storage.googleapis.com/42/59/3a/be3c10c176f370/US20220371455A1-20221124-D00000.png
US-2022253577-A1,System and method for implementing machine learning for 3d geo-modeling of petroleum reservoirs ,Saudi Arabian Oil Company,Babatope Kayode,2021-02-09,2021-02-09,2022-08-11,,https://patents.google.com/patent/US20220253577A1/en,https://patentimages.storage.googleapis.com/ba/b6/08/70d090c84f8c4e/US20220253577A1-20220811-D00000.png
CN-116306785-A,Student performance prediction method of convolution long-short term network based on attention mechanism ,昆明理工大学,"张晓丽, 孔琛, 朱贵富, 许诺, 闻俊, 聂佳磊, 杨璨",2023-03-25,2023-03-25,2023-06-23,,https://patents.google.com/patent/CN116306785A/en,https://patentimages.storage.googleapis.com/4a/55/a8/35b1ea31d77d46/HDA0004144629620000011.png
US-2023408996-A1,Monitoring laundry machine operation using machine learning analysis of acoustic transducer signal information ,Alliance Laundry Systems Llc,"Richard Baazi, Mathias Takahashi Albert, Dattaprabodh Narhar Godbole, John Boyle, Joseph Weedon Hainline, III, Nilesh Jayantilal Nahar, Stephane Serge Jean-Pierre Bodnar, Angie Katherinne Sandoval Lopez, David Vernon Neitzke, Andrew Michael LaPoint, Mitchell Wayne Zastrow, Julie Michele Schmidt, Mark Allen Kovscek, Garry Maurice Rosenfeldt, Nancy Ann Haring",2020-11-17,2023-09-01,2023-12-21,,https://patents.google.com/patent/US20230408996A1/en,https://patentimages.storage.googleapis.com/d4/37/cb/1ed6bb1a5fa111/US20230408996A1-20231221-D00000.png
US-2022290553-A1,Real-time multimodal radiometry for subsurface characterization during high-power laser operations ,Saudi Arabian Oil Company,"Damian Pablo San Roman Alerigi, Weichang Li, Sameeh Issa Batarseh",2021-03-15,2021-03-15,2022-09-15,,https://patents.google.com/patent/US20220290553A1/en,https://patentimages.storage.googleapis.com/f8/65/92/4e58d600dde2a6/US20220290553A1-20220915-D00000.png
AU-2021103829-A4,A system and method for predicting student academic performance ,Kishore Kumar Senapati,"Aman Deep, Rohit RAJ, Akash Ranjan, Kishore Kumar Senapati",2021-07-02,2021-07-02,2021-08-26,2021-08-26,https://patents.google.com/patent/AU2021103829A4/en,
US-11818115-B1,Unified lending platform ,"Citizens Financial Group, Inc.","Rajesh K. Shah, Arif Sufi, Balamurugan Muthu, Sudip Mukhopadhyay, Deepak Nayak, Michael S. Ruttledge, Dhiraj Rattan, James W. Mitcheson, Nageshwara Rao Chirravuri, Krishna Mopati, Williard D. Stackpole, Kyle R. Berglund, Matthew Eble Darlage, Chris Benz, Christopher D. Elomaa, Brendan Coughlin, Eric Schuppenhauer, Christine Roberts, Ryan Pearson, Jeffrey M. Mayerson, Christopher C. Ebeling",2022-11-02,2023-07-07,2023-11-14,2023-11-14,https://patents.google.com/patent/US11818115B1/en,https://patentimages.storage.googleapis.com/01/76/4a/8c04a31576b54b/US11818115-20231114-D00000.png
US-2021027305-A1,System and method for organizing and integrating electronic customer service resources ,Verint Americas Inc.,Scott Mackie,2017-08-29,2020-10-09,2021-01-28,,https://patents.google.com/patent/US20210027305A1/en,https://patentimages.storage.googleapis.com/06/99/99/cdeb694bb594c3/US20210027305A1-20210128-D00000.png
US-2023368758-A1,System and method for mutation tuning of an audio file ,"Stephen I. Kincaid, IV","S. I. Kincaid, IV",2022-05-10,2022-05-10,2023-11-16,,https://patents.google.com/patent/US20230368758A1/en,https://patentimages.storage.googleapis.com/ce/33/4a/d57e7cad8c3eec/US20230368758A1-20231116-D00000.png
KR-102587659-B1,Systems and computerized methods for package tracking efficiency improvements ,쿠팡 주식회사,"에릭 렌, 리즈완 빈 무함마드 아미누딘, 강영신",2021-02-04,2021-11-03,2023-10-12,2023-10-12,https://patents.google.com/patent/KR102587659B1/en,
US-2024054482-A1,Secure web-based platform for de-centralized financing ,Satschel Inc.,"Jayant Dwarkanath Sonsurkar, Shubham SHUKLA, Abhishek Mahra",2022-08-15,2023-08-15,2024-02-15,,https://patents.google.com/patent/US20240054482A1/en,https://patentimages.storage.googleapis.com/db/f3/fb/4c97c59cdd6f53/US20240054482A1-20240215-D00000.png
KR-20220166978-A,Method for extracting feature of machine learning for determining vibration measurement error and vibration measurement error determination system using the same ,"한국수력원자력 주식회사, 주식회사 에이티지, 경상국립대학교산학협력단","김민호, 문병석, 전이슬, 맹효영, 김주식, 김대웅, 양재흥, 최병근, 유현탁",2021-06-11,2021-06-11,2022-12-20,,https://patents.google.com/patent/KR20220166978A/en,https://patentimages.storage.googleapis.com/e7/52/59/2004111464bd95/pat00001.png
KR-20220166977-A,Vibration measurement error determination method and vibration error determination system using the same ,"한국수력원자력 주식회사, 주식회사 에이티지, 경상국립대학교산학협력단","김민호, 김대웅, 예송해, 이원규, 김주식, 문병석, 강신규, 최병근, 유현탁",2021-06-11,2021-06-11,2022-12-20,,https://patents.google.com/patent/KR20220166977A/en,https://patentimages.storage.googleapis.com/9b/f0/d7/d514860c0311c8/pat00001.png
KR-102636580-B1,스마트 기기 기반의 자기주도학습 역량 측정용 평가 서비스 제공 시스템 ,주식회사 아이스크림에듀,"현주은, 김지하, 박유진, 이지근",,2022-10-20,2024-02-16,2024-02-16,https://patents.google.com/patent/KR102636580B1/ko,
CN-114372137-A,一种融合深度知识追踪的动态感知试题推荐方法及系统 ,重庆邮电大学,"熊余, 张健, 王盈, 蔡婷",2022-01-11,2022-01-11,2022-04-19,,https://patents.google.com/patent/CN114372137A/zh,https://patentimages.storage.googleapis.com/87/ed/4f/22d162896be270/HDA0003465030960000011.png
